DEPT,CNPOR,GR,RHOB,DT,MELCAL,SPOR,Vsh
3016.50,32.21,99.22,2.13,95.73,11.67,34.04,0.28
3017.00,26.18,87.92,2.25,89.17,9.29,29.40,0.24
3017.50,19.13,69.92,2.43,80.00,7.84,22.91,0.19
3018.00,14.36,56.39,2.57,70.63,7.77,16.29,0.15
3018.50,12.00,46.02,2.63,63.80,7.76,11.46,0.12
3019.00,11.30,41.99,2.63,60.56,7.72,9.16,0.11
3019.50,10.84,39.86,2.60,59.85,7.68,8.66,0.10
3020.00,10.10,40.67,2.57,60.09,7.68,8.83,0.10
3020.50,9.95,43.28,2.55,60.45,7.69,9.09,0.11
3021.00,10.48,46.44,2.56,60.77,7.78,9.31,0.12
3021.50,10.79,45.69,2.58,61.06,7.87,9.52,0.12
3022.00,10.58,47.14,2.60,61.32,7.94,9.70,0.12
3022.50,10.36,48.17,2.60,61.52,8.02,9.85,0.12
3023.00,10.72,41.76,2.59,61.70,7.91,9.97,0.11
3023.50,11.79,36.15,2.58,61.88,7.83,10.10,0.09
3024.00,13.32,38.31,2.58,61.94,7.79,10.14,0.10
3024.50,14.46,38.23,2.59,61.62,7.75,9.92,0.10
3025.00,14.04,36.23,2.61,60.81,7.71,9.35,0.09
3025.50,12.66,35.03,2.61,59.75,7.71,8.59,0.09
3026.00,12.08,34.96,2.61,58.88,7.72,7.98,0.09
3026.50,12.51,40.49,2.60,58.60,7.71,7.78,0.10
3027.00,12.90,44.67,2.57,59.09,7.67,8.12,0.11
3027.50,12.61,47.82,2.56,60.13,7.71,8.86,0.12
3028.00,11.91,50.32,2.56,61.17,7.89,9.60,0.13
3028.50,11.63,48.59,2.58,61.79,7.95,10.03,0.13
3029.00,12.15,41.49,2.59,61.92,7.96,10.13,0.11
3029.50,12.88,32.44,2.59,61.83,8.00,10.07,0.08
3030.00,13.25,31.64,2.60,61.94,8.02,10.14,0.08
3030.50,13.50,32.97,2.61,62.47,8.04,10.52,0.08
3031.00,14.22,35.14,2.61,63.32,8.11,11.11,0.09
3031.50,14.80,34.94,2.60,64.36,8.02,11.86,0.09
3032.00,13.95,40.68,2.58,65.73,7.94,12.82,0.10
3032.50,12.82,50.87,2.56,67.34,7.95,13.96,0.13
3033.00,13.96,54.85,2.57,68.60,7.94,14.85,0.14
3033.50,15.96,42.38,2.59,68.97,7.90,15.11,0.11
3034.00,15.82,36.79,2.61,68.46,7.90,14.75,0.09
3034.50,14.31,49.34,2.63,67.44,7.90,14.03,0.13
3035.00,13.58,63.20,2.63,66.14,7.90,13.11,0.17
3035.50,13.27,51.75,2.62,64.50,7.90,11.96,0.14
3036.00,12.02,32.89,2.62,62.41,7.90,10.48,0.08
3036.50,10.42,25.89,2.63,60.14,7.91,8.87,0.06
3037.00,9.57,22.42,2.65,58.45,7.90,7.67,0.05
3037.50,9.28,25.75,2.65,58.06,7.91,7.40,0.06
3038.00,9.07,35.67,2.64,59.01,7.91,8.07,0.09
3038.50,9.39,44.63,2.63,60.82,7.93,9.35,0.11
3039.00,10.58,47.77,2.62,63.07,7.94,10.94,0.12
3039.50,11.91,47.02,2.60,65.67,7.95,12.78,0.12
3040.00,12.86,63.52,2.55,68.85,7.96,15.03,0.17
3040.50,13.84,87.83,2.50,72.65,8.04,17.72,0.24
3041.00,16.34,96.21,2.48,76.27,8.67,20.27,0.27
3041.50,20.24,87.77,2.51,78.15,8.74,21.61,0.24
3042.00,21.25,68.84,2.57,77.13,8.04,20.88,0.19
3042.50,18.60,48.83,2.61,73.30,8.04,18.18,0.13
3043.00,15.06,34.97,2.63,68.05,8.05,14.46,0.09
3043.50,12.13,27.61,2.63,63.18,8.09,11.02,0.06
3044.00,10.31,23.16,2.64,59.92,8.26,8.72,0.05
3044.50,9.54,23.91,2.65,58.59,8.45,7.77,0.05
3045.00,10.08,29.02,2.66,58.87,8.56,7.97,0.07
3045.50,12.53,32.42,2.66,60.13,8.61,8.86,0.08
3046.00,15.48,37.79,2.65,61.56,8.60,9.88,0.09
3046.50,16.15,42.85,2.65,62.55,8.51,10.57,0.11
3047.00,13.89,45.12,2.64,62.73,8.50,10.70,0.12
3047.50,10.80,48.25,2.65,62.01,8.47,10.19,0.13
3048.00,8.71,46.93,2.65,60.56,8.39,9.17,0.12
3048.50,7.89,43.62,2.66,58.88,8.25,7.98,0.11
3049.00,7.91,43.59,2.67,57.72,8.03,7.16,0.11
3049.50,8.46,54.08,2.67,58.09,7.88,7.42,0.14
3050.00,9.58,85.41,2.64,60.90,7.97,9.40,0.23
3050.50,12.09,145.26,2.59,66.31,8.04,13.23,0.41
3051.00,17.01,194.36,2.54,73.07,8.18,18.02,0.56
3051.50,22.65,213.74,2.53,78.60,8.38,21.92,0.61
3052.00,24.21,226.52,2.56,80.39,8.04,23.19,0.65
3052.50,20.73,192.11,2.60,77.72,7.74,21.30,0.55
3053.00,14.97,109.52,2.64,72.17,7.65,17.38,0.31
3053.50,10.03,54.40,2.66,66.24,7.62,13.18,0.14
3054.00,7.50,44.34,2.67,61.70,7.62,9.97,0.11
3054.50,6.77,48.26,2.67,58.96,7.62,8.03,0.13
3055.00,6.30,45.39,2.67,57.45,7.59,6.97,0.12
3055.50,5.71,40.29,2.67,56.53,7.59,6.31,0.10
3056.00,5.65,46.34,2.65,56.02,7.58,5.96,0.12
3056.50,6.30,49.15,2.62,56.25,7.59,6.12,0.13
3057.00,7.30,45.11,2.59,57.35,7.61,6.89,0.12
3057.50,8.62,40.83,2.57,58.81,7.62,7.93,0.10
3058.00,10.04,37.53,2.58,59.90,7.62,8.70,0.09
3058.50,10.62,37.19,2.60,60.48,7.61,9.11,0.09
3059.00,10.43,44.69,2.62,61.18,7.61,9.60,0.11
3059.50,10.57,77.93,2.61,62.64,7.62,10.63,0.21
3060.00,12.08,122.77,2.60,64.70,7.61,12.09,0.34
3060.50,14.73,126.51,2.58,66.32,7.61,13.24,0.36
3061.00,15.94,93.98,2.59,66.47,7.61,13.34,0.26
3061.50,14.94,68.58,2.59,64.87,7.62,12.21,0.19
3062.00,13.63,62.99,2.60,62.22,7.61,10.34,0.17
3062.50,12.93,58.32,2.62,59.68,7.61,8.54,0.15
3063.00,12.28,51.84,2.63,57.91,7.61,7.29,0.14
3063.50,11.22,47.49,2.64,56.95,7.61,6.62,0.12
3064.00,9.99,45.20,2.63,56.66,7.61,6.41,0.12
3064.50,9.28,47.18,2.60,56.99,7.60,6.64,0.12
3065.00,9.63,48.54,2.56,57.89,7.60,7.28,0.13
3065.50,10.70,44.38,2.54,59.10,7.62,8.13,0.11
3066.00,11.60,37.59,2.54,60.21,7.62,8.92,0.09
3066.50,12.02,34.79,2.56,61.02,7.64,9.49,0.09
3067.00,12.13,28.82,2.57,61.60,7.65,9.90,0.07
3067.50,11.98,31.78,2.59,62.10,7.65,10.26,0.08
3068.00,11.73,37.17,2.60,62.45,7.64,10.50,0.09
3068.50,11.32,33.19,2.60,62.45,7.64,10.50,0.08
3069.00,10.64,29.98,2.60,62.06,7.64,10.22,0.07
3069.50,9.94,27.59,2.59,61.51,7.65,9.84,0.06
3070.00,9.75,23.18,2.59,61.08,7.63,9.54,0.05
3070.50,10.60,20.52,2.60,60.82,7.62,9.35,0.04
3071.00,11.83,21.28,2.64,60.63,7.62,9.22,0.05
3071.50,12.08,28.22,2.68,60.47,7.62,9.10,0.07
3072.00,11.82,35.39,2.69,60.33,7.62,9.00,0.09
3072.50,12.09,31.30,2.66,60.24,7.59,8.94,0.08
3073.00,12.66,23.52,2.62,60.15,7.54,8.88,0.05
3073.50,13.16,22.85,2.59,59.94,7.54,8.72,0.05
3074.00,13.66,24.80,2.56,59.52,7.57,8.43,0.06
3074.50,14.03,26.40,2.53,59.08,7.55,8.12,0.06
3075.00,14.10,28.24,2.51,58.86,7.53,7.96,0.07
3075.50,13.42,30.67,2.50,58.92,7.49,8.01,0.07
3076.00,12.05,29.25,2.52,59.11,7.45,8.14,0.07
3076.50,11.15,25.20,2.54,59.15,7.47,8.17,0.06
3077.00,11.11,24.73,2.55,58.95,7.59,8.02,0.06
3077.50,11.26,26.07,2.56,58.63,7.60,7.80,0.06
3078.00,11.25,27.30,2.59,58.48,7.60,7.70,0.06
3078.50,11.21,30.12,2.63,58.81,7.69,7.93,0.07
3079.00,11.18,40.11,2.67,59.85,7.79,8.67,0.10
3079.50,11.54,54.52,2.68,61.44,7.81,9.79,0.14
3080.00,12.50,64.13,2.67,63.06,7.87,10.93,0.17
3080.50,13.19,59.75,2.67,64.26,7.91,11.78,0.16
3081.00,12.84,54.88,2.67,64.80,7.89,12.17,0.14
3081.50,12.15,58.23,2.70,64.60,7.85,12.03,0.15
3082.00,11.83,57.26,2.72,63.74,7.85,11.41,0.15
3082.50,11.15,50.18,2.73,62.59,7.75,10.60,0.13
3083.00,9.66,63.87,2.71,61.63,7.72,9.92,0.17
3083.50,8.89,85.44,2.68,60.94,7.72,9.44,0.23
3084.00,9.39,74.42,2.67,60.30,7.71,8.98,0.20
3084.50,9.86,50.42,2.67,59.37,7.66,8.33,0.13
3085.00,10.04,33.77,2.66,58.02,7.65,7.37,0.08
3085.50,10.85,22.99,2.63,56.69,7.65,6.43,0.05
3086.00,12.29,17.62,2.58,56.23,7.64,6.11,0.04
3086.50,13.94,20.68,2.54,57.04,7.61,6.68,0.04
3087.00,15.62,24.29,2.51,58.71,7.57,7.86,0.05
3087.50,16.55,25.56,2.51,60.36,7.56,9.02,0.06
3088.00,16.18,28.51,2.54,61.30,7.56,9.69,0.07
3088.50,15.55,31.74,2.57,61.46,7.57,9.80,0.08
3089.00,15.32,30.36,2.60,61.24,7.61,9.64,0.07
3089.50,14.95,24.99,2.59,61.17,7.61,9.60,0.06
3090.00,14.86,19.56,2.57,61.60,7.54,9.90,0.04
3090.50,16.13,20.01,2.54,62.52,7.47,10.55,0.04
3091.00,18.24,24.44,2.53,63.54,7.43,11.27,0.06
3091.50,19.23,29.88,2.55,64.17,7.44,11.72,0.07
3092.00,18.30,30.83,2.58,64.27,7.45,11.79,0.07
3092.50,16.67,30.98,2.59,64.15,7.44,11.71,0.07
3093.00,15.67,34.91,2.58,64.20,7.40,11.74,0.09
3093.50,15.84,38.99,2.56,64.50,7.43,11.95,0.10
3094.00,16.53,44.09,2.55,64.83,7.44,12.19,0.11
3094.50,16.51,44.74,2.54,64.95,7.44,12.27,0.11
3095.00,15.33,38.09,2.53,64.88,7.44,12.22,0.10
3095.50,13.77,30.93,2.51,64.86,7.45,12.21,0.07
3096.00,13.12,29.34,2.50,65.03,7.45,12.33,0.07
3096.50,13.72,32.05,2.50,65.21,7.47,12.45,0.08
3097.00,14.46,38.65,2.51,65.11,7.50,12.38,0.10
3097.50,14.47,44.84,2.52,64.66,7.51,12.06,0.12
3098.00,14.03,45.17,2.53,64.08,7.50,11.65,0.12
3098.50,13.38,40.97,2.52,63.73,7.50,11.41,0.10
3099.00,13.08,38.31,2.52,63.82,7.50,11.47,0.10
3099.50,13.62,36.60,2.51,64.19,7.50,11.73,0.09
3100.00,14.40,34.21,2.50,64.57,7.50,12.00,0.08
3100.50,14.72,29.31,2.50,64.85,7.52,12.20,0.07
3101.00,14.61,26.79,2.50,65.10,7.51,12.38,0.06
3101.50,14.35,25.97,2.50,65.46,7.50,12.63,0.06
3102.00,14.44,29.73,2.49,66.05,7.49,13.05,0.07
3102.50,15.06,28.84,2.47,66.78,7.47,13.56,0.07
3103.00,15.79,24.70,2.46,67.35,7.45,13.97,0.06
3103.50,16.33,26.54,2.45,67.52,7.44,14.09,0.06
3104.00,16.67,27.59,2.45,67.26,7.44,13.90,0.06
3104.50,16.90,24.70,2.45,66.79,7.44,13.57,0.06
3105.00,16.97,22.56,2.45,66.44,7.44,13.32,0.05
3105.50,16.48,22.33,2.46,66.35,7.44,13.26,0.05
3106.00,15.60,25.99,2.48,66.41,7.42,13.30,0.06
3106.50,15.12,31.53,2.49,66.46,7.42,13.34,0.08
3107.00,15.35,35.51,2.51,66.50,7.42,13.37,0.09
3107.50,15.94,35.78,2.52,66.62,7.42,13.45,0.09
3108.00,16.57,31.62,2.51,66.94,7.43,13.68,0.08
3108.50,17.31,30.57,2.51,67.43,7.42,14.02,0.07
3109.00,17.94,27.68,2.51,67.91,7.42,14.36,0.06
3109.50,18.28,30.19,2.51,68.16,7.39,14.54,0.07
3110.00,18.49,29.94,2.50,68.16,7.41,14.54,0.07
3110.50,18.35,31.06,2.49,68.03,7.45,14.45,0.07
3111.00,17.96,31.14,2.48,67.93,7.44,14.37,0.07
3111.50,17.58,29.15,2.50,68.00,7.44,14.43,0.07
3112.00,17.65,27.78,2.52,68.30,7.44,14.64,0.06
3112.50,18.44,28.98,2.54,68.66,7.44,14.89,0.07
3113.00,18.93,33.11,2.54,68.86,7.44,15.03,0.08
3113.50,18.13,35.94,2.54,68.81,7.44,15.00,0.09
3114.00,17.07,39.74,2.53,68.55,7.43,14.82,0.10
3114.50,17.32,44.30,2.52,68.21,7.42,14.58,0.11
3115.00,18.81,48.30,2.50,67.94,7.42,14.38,0.13
3115.50,19.75,53.04,2.48,67.81,7.44,14.29,0.14
3116.00,19.00,50.94,2.46,67.80,7.44,14.29,0.13
3116.50,18.01,44.31,2.46,67.83,7.44,14.30,0.11
3117.00,18.27,40.78,2.46,67.72,7.44,14.23,0.10
3117.50,19.18,38.55,2.46,67.44,7.44,14.03,0.10
3118.00,19.70,35.91,2.45,67.08,7.44,13.78,0.09
3118.50,19.20,37.72,2.46,66.86,7.46,13.62,0.09
3119.00,17.57,39.32,2.47,66.93,7.49,13.67,0.10
3119.50,16.01,34.58,2.48,67.27,7.50,13.91,0.08
3120.00,15.56,30.73,2.48,67.70,7.48,14.22,0.07
3120.50,15.87,30.30,2.48,68.01,7.47,14.43,0.07
3121.00,16.81,29.68,2.46,68.10,7.44,14.50,0.07
3121.50,18.30,27.41,2.46,68.06,7.44,14.47,0.06
3122.00,18.94,27.09,2.46,68.09,7.44,14.49,0.06
3122.50,18.10,26.30,2.48,68.29,7.45,14.63,0.06
3123.00,17.20,26.29,2.49,68.56,7.46,14.82,0.06
3123.50,16.92,30.16,2.50,68.79,7.49,14.99,0.07
3124.00,16.76,31.46,2.50,69.00,7.50,15.13,0.08
3124.50,16.97,30.06,2.50,69.29,7.50,15.34,0.07
3125.00,17.92,29.41,2.50,69.72,7.48,15.64,0.07
3125.50,19.12,30.36,2.50,70.18,7.43,15.97,0.07
3126.00,19.99,30.70,2.49,70.50,7.36,16.19,0.07
3126.50,20.09,30.70,2.48,70.60,7.36,16.27,0.07
3127.00,19.21,29.15,2.48,70.56,7.46,16.24,0.07
3127.50,18.63,28.09,2.49,70.45,7.50,16.16,0.07
3128.00,19.11,29.64,2.50,70.35,7.50,16.09,0.07
3128.50,19.46,28.60,2.51,70.32,7.50,16.07,0.07
3129.00,18.74,27.77,2.52,70.33,7.50,16.07,0.06
3129.50,17.51,27.94,2.51,70.21,7.50,15.99,0.07
3130.00,16.52,28.95,2.49,69.78,7.52,15.68,0.07
3130.50,16.23,28.47,2.45,69.02,7.53,15.15,0.07
3131.00,16.72,28.88,2.41,68.17,7.55,14.55,0.07
3131.50,17.41,30.63,2.39,67.51,7.54,14.08,0.07
3132.00,17.47,34.29,2.41,67.05,7.44,13.75,0.08
3132.50,16.66,36.61,2.46,66.55,7.35,13.40,0.09
3133.00,15.61,32.45,2.50,65.80,7.40,12.87,0.08
3133.50,14.72,27.41,2.54,64.90,7.56,12.24,0.06
3134.00,14.10,26.67,2.58,64.23,7.61,11.76,0.06
3134.50,13.78,33.24,2.62,64.03,7.67,11.62,0.08
3135.00,13.36,46.52,2.65,64.05,7.79,11.63,0.12
3135.50,12.21,58.03,2.66,63.70,7.82,11.39,0.15
3136.00,10.49,55.13,2.66,62.58,7.83,10.60,0.15
3136.50,9.15,46.84,2.65,60.85,7.83,9.37,0.12
3137.00,8.62,42.93,2.64,59.02,7.83,8.07,0.11
3137.50,8.59,43.59,2.63,57.62,7.83,7.09,0.11
3138.00,8.68,43.38,2.63,56.86,7.83,6.55,0.11
3138.50,8.72,40.94,2.63,56.57,7.83,6.34,0.10
3139.00,8.61,38.66,2.64,56.48,7.83,6.28,0.10
3139.50,8.23,38.00,2.67,56.42,7.83,6.24,0.10
3140.00,7.70,39.95,2.68,56.43,7.83,6.24,0.10
3140.50,7.37,40.43,2.70,56.56,7.83,6.34,0.10
3141.00,7.56,40.69,2.71,57.01,7.83,6.65,0.10
3141.50,8.40,44.64,2.71,58.19,7.83,7.49,0.11
3142.00,9.86,53.72,2.69,60.82,7.83,9.35,0.14
3142.50,12.04,81.12,2.66,65.46,7.83,12.63,0.22
3143.00,15.31,122.87,2.61,72.04,7.83,17.28,0.34
3143.50,19.55,158.47,2.55,79.78,7.83,22.76,0.45
3144.00,24.04,202.11,2.48,87.47,7.83,28.20,0.58
3144.50,27.91,269.08,2.41,93.58,7.83,32.52,0.78
3145.00,29.46,318.49,2.39,96.25,7.83,34.40,0.92
3145.50,26.48,318.63,2.45,93.92,7.83,32.76,0.92
3146.00,19.55,225.91,2.55,86.58,7.84,27.57,0.65
3146.50,12.76,103.13,2.63,76.36,7.84,20.34,0.29
3147.00,8.50,42.83,2.67,66.60,7.84,13.43,0.11
3147.50,7.02,30.90,2.67,60.09,7.84,8.83,0.07
3148.00,7.30,38.61,2.63,58.05,7.84,7.39,0.10
3148.50,8.60,58.28,2.54,60.46,7.85,9.09,0.15
3149.00,9.92,89.28,2.44,66.66,7.99,13.48,0.25
3149.50,11.66,115.50,2.36,75.16,8.61,19.49,0.32
3150.00,16.20,128.91,2.33,83.61,8.85,25.47,0.36
3150.50,22.09,133.81,2.34,89.58,8.66,29.69,0.38
3151.00,25.71,141.24,2.39,91.84,8.10,31.29,0.40
3151.50,27.04,142.81,2.45,91.20,7.85,30.84,0.40
3152.00,26.02,124.85,2.51,89.51,7.80,29.64,0.35
3152.50,22.86,109.61,2.53,88.09,7.79,28.64,0.31
3153.00,19.87,106.13,2.54,87.41,7.79,28.16,0.30
3153.50,18.73,104.21,2.56,87.34,7.78,28.11,0.29
3154.00,18.97,103.20,2.57,87.58,7.76,28.27,0.29
3154.50,19.43,99.25,2.59,87.82,7.88,28.44,0.28
3155.00,20.24,92.20,2.60,87.75,8.19,28.40,0.25
3155.50,21.52,87.03,2.57,87.10,8.15,27.93,0.24
3156.00,21.63,90.35,2.51,85.62,8.04,26.89,0.25
3156.50,21.00,89.24,2.45,82.96,8.29,25.01,0.25
3157.00,20.38,74.81,2.46,78.80,8.31,22.07,0.20
3157.50,18.12,45.95,2.53,73.37,7.89,18.22,0.12
3158.00,14.56,25.00,2.62,67.59,7.76,14.14,0.06
3158.50,11.72,17.43,2.67,62.88,7.76,10.81,0.03
3159.00,10.63,14.65,2.67,60.34,7.77,9.01,0.03
3159.50,11.10,16.85,2.64,59.94,7.77,8.73,0.03
3160.00,12.87,20.49,2.62,60.81,7.68,9.34,0.04
3160.50,15.03,22.22,2.61,62.03,7.69,10.21,0.05
3161.00,15.26,28.23,2.62,62.91,7.77,10.83,0.07
3161.50,13.36,34.62,2.65,62.94,7.79,10.85,0.09
3162.00,11.39,31.28,2.66,62.00,7.81,10.18,0.08
3162.50,10.20,20.99,2.66,60.42,7.80,9.07,0.04
3163.00,9.80,17.32,2.65,58.70,7.79,7.85,0.03
3163.50,10.26,18.25,2.64,57.28,7.68,6.84,0.04
3164.00,11.11,19.37,2.64,56.40,7.56,6.22,0.04
3164.50,11.51,18.59,2.63,56.05,7.55,5.97,0.04
3165.00,11.23,20.09,2.61,56.07,7.55,5.99,0.04
3165.50,10.79,21.04,2.59,56.31,7.55,6.16,0.05
3166.00,10.65,21.28,2.57,56.66,7.54,6.41,0.05
3166.50,10.62,23.68,2.57,56.97,7.58,6.62,0.05
3167.00,10.24,21.94,2.60,57.13,7.70,6.74,0.05
3167.50,9.46,23.99,2.64,57.23,7.80,6.81,0.05
3168.00,8.36,34.94,2.68,57.46,7.90,6.98,0.09
3168.50,7.56,53.90,2.68,57.72,7.96,7.16,0.14
3169.00,7.40,58.31,2.67,57.63,8.04,7.09,0.15
3169.50,6.69,39.59,2.66,56.88,7.96,6.56,0.10
3170.00,4.92,28.15,2.66,55.48,7.88,5.58,0.07
3170.50,3.42,24.52,2.68,53.87,7.87,4.43,0.06
3171.00,2.89,22.54,2.71,52.72,7.87,3.62,0.05
3171.50,3.35,23.72,2.73,52.49,7.87,3.46,0.05
3172.00,4.91,32.86,2.69,53.47,7.87,4.15,0.08
3172.50,7.40,43.63,2.53,56.56,7.89,6.34,0.11
3173.00,10.36,47.73,2.31,63.22,8.54,11.05,0.12
3173.50,14.45,64.96,2.12,73.61,10.47,18.39,0.17
3174.00,22.53,103.20,2.05,85.25,11.53,26.62,0.29
3174.50,31.96,120.11,2.11,94.32,10.91,33.04,0.34
3175.00,33.97,121.76,2.28,98.49,9.07,35.99,0.34
3175.50,30.48,122.35,2.45,98.75,7.95,36.17,0.34
3176.00,27.10,110.73,2.57,98.00,7.87,35.65,0.31
3176.50,25.64,100.00,2.63,97.60,7.86,35.36,0.28
3177.00,25.32,91.60,2.62,97.00,7.89,34.94,0.25
3177.50,24.82,78.15,2.54,96.14,7.95,34.33,0.21
3178.00,23.72,75.33,2.42,95.85,8.47,34.12,0.20
3178.50,22.98,84.20,2.32,96.68,9.28,34.71,0.23
3179.00,23.50,91.30,2.28,98.50,9.37,36.00,0.25
3179.50,24.38,97.12,2.25,101.52,9.31,38.13,0.27
3180.00,23.89,100.32,2.19,106.39,10.73,41.58,0.28
3180.50,23.41,105.81,2.13,112.63,9.84,45.99,0.29
3181.00,25.84,107.45,2.13,117.73,10.26,49.60,0.30
3181.50,29.88,105.57,2.17,118.55,11.58,50.18,0.29
3182.00,32.41,103.10,2.14,114.65,12.24,47.42,0.29
3182.50,32.30,102.54,2.02,109.66,12.33,43.89,0.29
3183.00,32.37,109.23,1.93,106.95,12.47,41.97,0.30
3183.50,34.34,122.26,1.99,105.92,11.76,41.24,0.34
3184.00,36.43,132.97,2.19,104.19,8.93,40.02,0.37
3184.50,36.78,133.24,2.39,101.10,8.83,37.83,0.38
3185.00,35.43,127.67,2.47,98.00,9.87,35.64,0.36
3185.50,34.90,125.28,2.45,96.44,10.74,34.54,0.35
3186.00,36.04,119.34,2.43,96.58,11.53,34.64,0.33
3186.50,36.16,110.04,2.44,97.34,11.31,35.18,0.31
3187.00,33.81,108.86,2.46,97.92,10.61,35.58,0.30
3187.50,30.73,112.36,2.47,98.21,10.24,35.79,0.31
3188.00,28.55,118.72,2.48,98.30,9.80,35.86,0.33
3188.50,26.98,123.38,2.51,98.26,9.29,35.83,0.35
3189.00,25.90,124.46,2.55,98.13,8.93,35.73,0.35
3189.50,25.41,131.52,2.58,97.91,8.58,35.58,0.37
3190.00,25.68,137.61,2.59,97.53,8.66,35.31,0.39
3190.50,26.94,135.24,2.59,97.06,8.64,34.98,0.38
3191.00,28.89,129.76,2.58,96.66,8.60,34.70,0.37
3191.50,30.96,131.54,2.56,96.48,8.67,34.57,0.37
3192.00,32.56,127.52,2.55,96.62,8.74,34.67,0.36
3192.50,33.83,121.70,2.55,97.17,8.94,35.06,0.34
3193.00,34.73,118.70,2.55,98.08,9.23,35.70,0.33
3193.50,34.65,119.54,2.54,99.14,9.03,36.45,0.34
3194.00,33.19,121.87,2.52,100.09,9.08,37.12,0.34
3194.50,31.05,118.56,2.49,100.62,9.42,37.49,0.33
3195.00,30.42,116.21,2.49,100.63,9.38,37.51,0.33
3195.50,32.33,120.33,2.51,100.27,9.03,37.25,0.34
3196.00,33.97,123.83,2.54,99.69,8.71,36.84,0.35
3196.50,32.59,124.49,2.56,99.04,8.46,36.38,0.35
3197.00,30.44,124.99,2.56,98.47,8.54,35.98,0.35
3197.50,29.37,124.94,2.55,98.13,8.63,35.74,0.35
3198.00,29.45,118.93,2.51,98.06,8.53,35.69,0.33
3198.50,32.31,108.21,2.46,98.11,8.85,35.72,0.30
3199.00,36.90,100.23,2.42,98.08,9.47,35.70,0.28
3199.50,38.15,100.46,2.42,97.95,9.69,35.61,0.28
3200.00,34.74,102.35,2.40,98.05,9.68,35.68,0.28
3200.50,30.61,104.30,2.33,98.73,9.57,36.16,0.29
3201.00,28.75,103.48,2.22,99.51,9.95,36.71,0.29
3201.50,28.06,92.60,2.15,98.77,9.92,36.19,0.26
3202.00,26.05,77.88,2.23,94.98,9.15,33.51,0.21
3202.50,22.04,63.91,2.41,88.11,8.07,28.65,0.17
3203.00,17.92,56.87,2.58,79.82,7.96,22.79,0.15
3203.50,15.25,55.71,2.67,72.60,7.96,17.68,0.15
3204.00,13.90,50.96,2.68,68.42,7.98,14.73,0.13
3204.50,13.27,49.35,2.67,67.50,7.99,14.07,0.13
3205.00,13.00,53.57,2.66,68.42,7.96,14.72,0.14
3205.50,12.28,51.88,2.65,69.11,7.93,15.21,0.14
3206.00,10.33,43.67,2.65,67.81,7.93,14.30,0.11
3206.50,7.91,30.42,2.65,64.26,7.91,11.78,0.07
3207.00,6.01,23.16,2.65,59.83,7.86,8.65,0.05
3207.50,5.00,29.45,2.66,56.22,7.84,6.09,0.07
3208.00,4.70,31.95,2.68,54.20,7.83,4.67,0.08
3208.50,4.53,26.73,2.69,53.62,7.83,4.26,0.06
3209.00,4.33,28.36,2.70,53.99,7.85,4.52,0.07
3209.50,4.47,38.62,2.68,54.83,7.87,5.11,0.10
3210.00,4.96,42.03,2.65,55.58,7.90,5.64,0.11
3210.50,5.06,32.40,2.62,55.81,7.90,5.80,0.08
3211.00,4.56,26.57,2.62,55.37,7.89,5.50,0.06
3211.50,4.12,26.28,2.62,54.48,7.90,4.86,0.06
3212.00,3.93,26.54,2.63,53.56,7.90,4.22,0.06
3212.50,3.89,27.50,2.66,53.00,7.90,3.82,0.06
3213.00,4.08,26.40,2.68,53.05,7.90,3.85,0.06
3213.50,4.62,26.95,2.68,54.34,7.90,4.77,0.06
3214.00,5.57,36.77,2.64,57.65,7.91,7.11,0.09
3214.50,7.91,56.46,2.58,62.58,7.95,10.59,0.15
3215.00,12.68,80.06,2.55,67.03,7.95,13.74,0.22
3215.50,15.27,89.05,2.58,68.73,7.93,14.95,0.25
3216.00,12.61,70.55,2.65,67.07,7.94,13.77,0.19
3216.50,8.53,49.22,2.70,63.62,7.95,11.33,0.13
3217.00,6.62,41.07,2.70,61.17,7.98,9.60,0.10
3217.50,7.14,43.31,2.65,61.73,8.08,9.99,0.11
3218.00,9.04,56.91,2.59,65.35,8.32,12.55,0.15
3218.50,11.52,75.66,2.54,70.65,8.39,16.30,0.21
3219.00,14.82,85.81,2.52,76.01,8.12,20.09,0.24
3219.50,18.57,86.47,2.52,80.26,7.98,23.10,0.24
3220.00,21.06,90.22,2.52,82.76,7.84,24.87,0.25
3220.50,21.67,97.94,2.54,83.47,7.77,25.37,0.27
3221.00,22.16,95.39,2.57,82.68,7.76,24.81,0.26
3221.50,22.80,83.25,2.59,80.67,7.74,23.39,0.23
3222.00,21.69,75.69,2.60,77.56,7.73,21.19,0.21
3222.50,18.84,60.68,2.61,73.69,7.72,18.45,0.16
3223.00,15.73,41.19,2.61,69.82,7.67,15.72,0.10
3223.50,13.47,28.09,2.58,66.95,7.56,13.68,0.07
3224.00,13.27,22.05,2.52,65.75,7.41,12.84,0.05
3224.50,15.21,19.43,2.47,66.22,7.38,13.17,0.04
3225.00,17.19,15.73,2.44,67.63,7.45,14.17,0.03
3225.50,17.57,15.45,2.42,69.00,7.56,15.13,0.03
3226.00,17.51,18.12,2.41,69.71,7.61,15.64,0.04
3226.50,18.44,18.89,2.40,69.75,7.54,15.66,0.04
3227.00,19.80,19.33,2.40,69.44,7.55,15.44,0.04
3227.50,20.79,23.99,2.40,69.10,7.56,15.21,0.05
